Id,Label,timeset,Name_Chinese,Name_English,URL,indegree,number of investment events,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1393854,CICC,,中金公司,CICC,https://data.cyzone.cn/capital/1393854.html,20,117,15,35,5,0.433962,0.468557,1164.834023
1393210,Softbank,,软银中国,Softbank China,https://data.cyzone.cn/capital/1393210.html,28,116,34,62,4,0.474439,0.515595,1221.481718
1394859,,,中科创星,,https://data.cyzone.cn/capital/1394859.html,16,116,16,32,4,0.426269,0.461878,658.307917
3118463,,,国泰君安,,https://data.cyzone.cn/capital/3118463.html,22,114,28,50,4,0.451751,0.493069,1864.394016
1564729,,,小米科技,,https://data.cyzone.cn/capital/1564729.html,27,114,22,49,4,0.462413,0.49874,529.348663
1153999,,,星河互联,,https://data.cyzone.cn/capital/1153999.html,6,113,5,11,5,0.360354,0.382451,89.515611
1393358,,,高榕资本,,https://data.cyzone.cn/capital/1393358.html,32,113,38,70,4,0.480036,0.523157,1051.113117
1397168,,,华泰证券,,https://data.cyzone.cn/capital/1397168.html,14,112,12,26,4,0.40976,0.441084,382.260843
1394008,,,广发信德,,https://data.cyzone.cn/capital/1394008.html,28,111,20,48,4,0.464035,0.501103,1501.388682
1396163,,,晨兴资本,,https://data.cyzone.cn/capital/1396163.html,40,110,49,89,4,0.480036,0.530718,1312.72017
1393342,,,联想之星,,https://data.cyzone.cn/capital/1393342.html,32,109,32,64,4,0.468142,0.512917,1747.349201
1393470,,,基石资本,,https://data.cyzone.cn/capital/1393470.html,25,107,18,43,4,0.470222,0.504253,1099.854654
1393226,,,金沙江创投,,https://data.cyzone.cn/capital/1393226.html,27,105,28,55,4,0.457217,0.497795,723.01585
1397826,,,东方证券,,https://data.cyzone.cn/capital/1397826.html,27,105,28,55,4,0.442308,0.484877,1466.335627
1393318,,,赛伯乐投资,,https://data.cyzone.cn/capital/1393318.html,11,104,16,27,4,0.421178,0.453529,471.055227
1394320,,,和君资本,,https://data.cyzone.cn/capital/1394320.html,14,104,18,32,5,0.440466,0.472023,700.113411
1395970,,,创东方投资,,https://data.cyzone.cn/capital/1395970.html,21,100,15,36,4,0.455642,0.488815,2398.205466
1395402,,,宁波天使投资引导基金,,https://data.cyzone.cn/capital/1395402.html,8,100,10,18,4,0.382225,0.410681,262.435827
1502982,,,蚂蚁金服,,https://data.cyzone.cn/capital/1502982.html,23,98,10,33,4,0.440833,0.47511,713.109682
1395917,,,金石投资,,https://data.cyzone.cn/capital/1395917.html,34,97,15,49,4,0.4596,0.499685,2104.099078
1395652,,,合力投资,,https://data.cyzone.cn/capital/1395652.html,18,97,28,46,4,0.456822,0.496849,1324.345793
1393343,,,高瓴资本,,https://data.cyzone.cn/capital/1393343.html,42,96,23,65,4,0.476577,0.516698,1495.118701
1393650,,,天图投资,,https://data.cyzone.cn/capital/1393650.html,23,96,14,37,4,0.448685,0.481569,461.797517
1395187,,,华盖资本,,https://data.cyzone.cn/capital/1395187.html,29,95,15,44,4,0.458803,0.495904,2162.586927
1394150,,,普华资本,,https://data.cyzone.cn/capital/1394150.html,11,95,26,37,4,0.444538,0.480466,818.901879
1393216,,,鼎晖投资,,https://data.cyzone.cn/capital/1393216.html,32,95,26,58,4,0.470641,0.509609,917.211045
1394723,,,启迪之星,,https://data.cyzone.cn/capital/1394723.html,13,94,14,27,4,0.413281,0.446755,557.711435
1393525,,,涌铧投资,,https://data.cyzone.cn/capital/1393525.html,21,93,32,53,4,0.477868,0.514335,1698.867069
1394665,,,分享投资,,https://data.cyzone.cn/capital/1394665.html,16,91,24,40,4,0.45098,0.48661,812.157012
1393420,,,挚信资本,,https://data.cyzone.cn/capital/1393420.html,21,89,16,37,4,0.43219,0.468809,200.159893
1393617,,,苏河汇,,https://data.cyzone.cn/capital/1393617.html,7,87,7,14,5,0.355511,0.377977,313.874643
1393550,,,信中利资本,,https://data.cyzone.cn/capital/1393550.html,29,87,20,49,4,0.472744,0.508034,1392.800931
1393332,,,德迅投资,,https://data.cyzone.cn/capital/1393332.html,7,86,8,15,4,0.390118,0.416824,79.217085
1394626,,,峰瑞资本,,https://data.cyzone.cn/capital/1394626.html,22,86,32,54,4,0.462009,0.502678,1141.434199
1407911,,,浙商创投,,https://data.cyzone.cn/capital/1407911.html,17,86,16,33,4,0.441569,0.472905,336.126997
1393232,,,GGV纪源资本,,https://data.cyzone.cn/capital/1393232.html,35,85,27,62,4,0.460801,0.503938,499.249237
1393578,,,朗玛峰创投,,https://data.cyzone.cn/capital/1393578.html,13,84,12,25,4,0.426613,0.457467,246.813826
1403770,,,农银国际,,https://data.cyzone.cn/capital/1403770.html,9,84,14,23,5,0.383611,0.413579,784.674849
1402910,,,力合创投,,https://data.cyzone.cn/capital/1402910.html,13,83,12,25,4,0.405054,0.43683,1000.684372
1399262,,,中国风险投资,,https://data.cyzone.cn/capital/1399262.html,14,82,21,35,4,0.431485,0.465501,604.340964
3011593,,,国开发展基金,,https://data.cyzone.cn/capital/3011593.html,3,82,5,8,5,0.317718,0.334152,427.793951
1393240,,,戈壁创投,,https://data.cyzone.cn/capital/1393240.html,19,81,30,49,4,0.447547,0.487555,1006.432726
1395741,,,湖北高投,,https://data.cyzone.cn/capital/1395741.html,6,81,6,12,5,0.393016,0.417045,282.961794
3230293,,,兴业证券,,https://data.cyzone.cn/capital/3230293.html,12,80,17,29,5,0.389543,0.421613,497.486298
1394549,,,丰厚资本,,https://data.cyzone.cn/capital/1394549.html,12,80,24,36,4,0.446791,0.479679,832.148677
1408382,,,阿米巴资本,,https://data.cyzone.cn/capital/1408382.html,15,80,18,33,4,0.421514,0.458255,381.267127
1395555,,,东湖创投,,https://data.cyzone.cn/capital/1395555.html,8,79,10,18,4,0.398343,0.425961,451.067831
1393248,,,蓝驰创投,,https://data.cyzone.cn/capital/1393248.html,24,78,25,49,4,0.456428,0.495747,526.412875
3536109,,,粤科金融,,https://data.cyzone.cn/capital/3536109.html,9,77,9,18,4,0.40661,0.433995,206.990957
1403403,,,坚果资本,,https://data.cyzone.cn/capital/1403403.html,6,77,11,17,4,0.405986,0.433837,241.145355
1394537,,,银杏谷资本,,https://data.cyzone.cn/capital/1394537.html,14,77,20,34,4,0.417852,0.452899,576.863021
1393347,,,源码资本,,https://data.cyzone.cn/capital/1393347.html,27,76,36,63,4,0.451365,0.493856,561.798332
3024195,,,元禾控股,,https://data.cyzone.cn/capital/3024195.html,12,76,9,21,5,0.404434,0.434531,204.152379
1393231,,,招商局资本,,https://data.cyzone.cn/capital/1393231.html,19,75,12,31,5,0.43864,0.473125,1164.020783
1393538,,,百度投资并购部,,https://data.cyzone.cn/capital/1393538.html,22,75,14,36,4,0.442678,0.47574,630.19315
1401284,,,国中创投,,https://data.cyzone.cn/capital/1401284.html,23,75,15,38,4,0.449448,0.485192,728.789569
1151722,,,好未来战略投资部,,https://data.cyzone.cn/capital/1151722.html,18,74,15,33,4,0.432897,0.466761,290.174109
1393421,,,PreAngel,,https://data.cyzone.cn/capital/1393421.html,13,73,14,27,4,0.411673,0.443762,217.656417
3536658,,,申万宏源证券,,https://data.cyzone.cn/capital/3536658.html,12,73,18,30,4,0.390406,0.424701,576.570828
1393305,,,CBC宽带资本,,https://data.cyzone.cn/capital/1393305.html,32,71,19,51,4,0.466902,0.50189,708.528877
1393296,,,天堂硅谷,,https://data.cyzone.cn/capital/1393296.html,17,71,12,29,4,0.415881,0.449118,718.527041
1395616,,,勤桦投资,,https://data.cyzone.cn/capital/1395616.html,2,71,5,7,4,0.352902,0.369723,7.989793
3536410,,,华睿投资,,https://data.cyzone.cn/capital/3536410.html,15,70,11,26,4,0.416864,0.448803,396.948243
1395273,,,凯泰资本,,https://data.cyzone.cn/capital/1395273.html,9,69,2,11,4,0.374381,0.397921,297.431561
3536333,,,国金投资,,https://data.cyzone.cn/capital/3536333.html,8,69,18,26,4,0.411994,0.445022,236.520544
1395491,,,西科天使基金,,https://data.cyzone.cn/capital/1395491.html,7,68,7,14,4,0.374646,0.398393,100.86416
1393448,,,老鹰基金,,https://data.cyzone.cn/capital/1393448.html,9,68,25,34,4,0.427648,0.464241,595.540365
1398062,,,天风天睿,,https://data.cyzone.cn/capital/1398062.html,13,67,12,25,4,0.426613,0.457152,285.785838
1395215,,,清控银杏,,https://data.cyzone.cn/capital/1395215.html,18,67,15,33,4,0.439734,0.47448,745.667531
1394555,,,景林投资,,https://data.cyzone.cn/capital/1394555.html,23,67,21,44,4,0.462009,0.495904,985.174307
1564736,,,科大讯飞,,https://data.cyzone.cn/capital/1564736.html,5,67,9,14,4,0.410078,0.436043,145.504977
3011820,,,国资管理中心,,https://data.cyzone.cn/capital/3011820.html,5,66,3,8,5,0.334176,0.350945,35.331803
1395395,,,娱乐工场,,https://data.cyzone.cn/capital/1395395.html,14,66,19,33,4,0.430081,0.465028,316.398227
1403914,,,合肥高投,,https://data.cyzone.cn/capital/1403914.html,2,66,5,7,5,0.348945,0.36569,12.654711
1395544,,,国投集团,,https://data.cyzone.cn/capital/1395544.html,10,65,10,20,4,0.398343,0.426906,405.569652
3536501,,,金浦投资,,https://data.cyzone.cn/capital/3536501.html,12,65,17,29,4,0.423878,0.458255,506.496326
3023968,,,银河证券,,https://data.cyzone.cn/capital/3023968.html,12,64,10,22,5,0.375444,0.40523,458.121619
1393235,,,DCM中国,,https://data.cyzone.cn/capital/1393235.html,33,63,23,56,4,0.446414,0.489445,475.134931
1395325,,,联想创投,,https://data.cyzone.cn/capital/1395325.html,18,63,23,41,4,0.449448,0.486452,660.84785
3536672,,,时代伯乐,,https://data.cyzone.cn/capital/3536672.html,10,62,8,18,5,0.393894,0.421613,177.235709
1393986,,,泽厚资本,,https://data.cyzone.cn/capital/1393986.html,7,61,10,17,4,0.391852,0.42029,571.312557
1393269,,,策源创投,,https://data.cyzone.cn/capital/1393269.html,22,61,23,45,4,0.451365,0.48913,371.48285
1510218,,,盈动资本,,https://data.cyzone.cn/capital/1510218.html,12,61,16,28,4,0.432543,0.464713,291.176758
1394781,,,元禾原点,,https://data.cyzone.cn/capital/1394781.html,18,61,21,39,4,0.436109,0.475425,644.4036
1401878,,,苏州高新创投,,https://data.cyzone.cn/capital/1401878.html,5,61,8,13,4,0.367106,0.388469,73.810798
1396059,,,华平投资,,https://data.cyzone.cn/capital/1396059.html,17,61,10,27,4,0.416535,0.448803,215.044732
3262829,,,中欧基金,,https://data.cyzone.cn/capital/3262829.html,6,60,7,13,5,0.369672,0.39247,144.189149
1393643,,,复星锐正资本,,https://data.cyzone.cn/capital/1393643.html,22,60,10,32,4,0.43719,0.471487,285.136323
1393449,,,明势资本,,https://data.cyzone.cn/capital/1393449.html,13,59,34,47,4,0.4401,0.480624,885.355861
1393242,,,光速中国,,https://data.cyzone.cn/capital/1393242.html,24,59,27,51,4,0.447925,0.48913,379.789836
3600114,,,清科创投,,https://data.cyzone.cn/capital/3600114.html,24,59,25,49,4,0.465259,0.500788,778.828287
3536155,,,中关村发展集团,,https://data.cyzone.cn/capital/3536155.html,9,59,7,16,5,0.384448,0.410744,373.566925
1395808,,,如山资本,,https://data.cyzone.cn/capital/1395808.html,18,59,12,30,4,0.433962,0.465343,389.894727
1166501,,,盛大集团,,https://data.cyzone.cn/capital/1166501.html,4,58,7,11,5,0.386979,0.411059,9.701236
3007147,,,远致投资,,https://data.cyzone.cn/capital/3007147.html,6,57,6,12,5,0.37175,0.39373,64.564996
1183485,,,红星美凯龙,,https://data.cyzone.cn/capital/1183485.html,4,57,6,10,5,0.368128,0.389635,54.247201
3020011,,,头头是道投资基金,,https://data.cyzone.cn/capital/3020011.html,17,57,6,23,4,0.420509,0.451638,159.264469
3532908,,,国信证券,,https://data.cyzone.cn/capital/3532908.html,18,57,17,35,4,0.425241,0.461878,611.266781
3019771,,,天使投资人薛蛮子,,https://data.cyzone.cn/capital/3019771.html,7,56,22,29,4,0.424559,0.458885,296.857056
1401406,,,国科投资,,https://data.cyzone.cn/capital/1401406.html,12,56,10,22,4,0.4249,0.454159,234.685396
1393338,,,高特佳,,https://data.cyzone.cn/capital/1393338.html,13,56,6,19,4,0.416535,0.445495,423.074505
1398231,,,盛景嘉成,,https://data.cyzone.cn/capital/1398231.html,15,55,18,33,4,0.439734,0.472905,477.138072
1393477,,,云锋基金,,https://data.cyzone.cn/capital/1393477.html,29,55,13,42,4,0.437914,0.476371,649.071783
1407908,,,新进创投,,https://data.cyzone.cn/capital/1407908.html,5,55,3,8,5,0.350563,0.368998,190.485893
1397914,,,广州基金,,https://data.cyzone.cn/capital/1397914.html,5,54,10,15,5,0.384448,0.409798,189.894119
1393474,,,常春藤资本,,https://data.cyzone.cn/capital/1393474.html,17,54,14,31,4,0.439004,0.471014,716.316955
3010815,,,复星集团,,https://data.cyzone.cn/capital/3010815.html,16,54,13,29,4,0.439734,0.47133,419.121825
1393531,,,达泰资本,,https://data.cyzone.cn/capital/1393531.html,11,54,13,24,4,0.411673,0.442502,211.485694
1394843,,,集素资本,,https://data.cyzone.cn/capital/1394843.html,5,54,7,12,4,0.367872,0.390989,281.644631
3005529,,,海尔资本,,https://data.cyzone.cn/capital/3005529.html,10,53,11,21,4,0.426613,0.454946,336.004559
3536857,,,隆领投资,,https://data.cyzone.cn/capital/3536857.html,12,53,14,26,4,0.416535,0.448803,272.510057
3247180,,,中国信达,,https://data.cyzone.cn/capital/3247180.html,5,52,11,16,5,0.357432,0.379931,200.040223
1401101,,,成都高投,,https://data.cyzone.cn/capital/1401101.html,5,51,3,8,4,0.382502,0.403907,100.951962
1396532,,,中信产业基金,,https://data.cyzone.cn/capital/1396532.html,9,51,13,22,4,0.427648,0.455892,313.202033
1403316,,,合肥创投,,https://data.cyzone.cn/capital/1403316.html,2,51,5,7,4,0.374646,0.39414,29.142738
1188369,,,中国长城资产,,https://data.cyzone.cn/capital/1188369.html,8,51,7,15,4,0.352197,0.372558,352.868124
3306382,,,长安信托,,https://data.cyzone.cn/capital/3306382.html,4,51,1,5,5,0.296193,0.311122,7.375411
3019567,,,泰有基金,,https://data.cyzone.cn/capital/3019567.html,13,50,14,27,4,0.407864,0.439509,496.251065
3277379,,,鲁信创投,,https://data.cyzone.cn/capital/3277379.html,5,50,8,13,5,0.387546,0.413106,318.265262
1393345,,,线性资本,,https://data.cyzone.cn/capital/1393345.html,19,50,22,41,4,0.446037,0.482987,787.580358
1394063,,,暾澜投资,,https://data.cyzone.cn/capital/1394063.html,10,50,14,24,4,0.390406,0.419187,290.836592
1403212,,,浙数文化,,https://data.cyzone.cn/capital/1403212.html,1,49,5,6,5,0.361833,0.380655,1.06456
1171101,,,蓝色光标,,https://data.cyzone.cn/capital/1171101.html,5,49,4,9,4,0.389257,0.411941,15.200388
1394683,,,元璟资本,,https://data.cyzone.cn/capital/1394683.html,27,49,22,49,4,0.447925,0.486767,566.165641
1393442,,,成为资本,,https://data.cyzone.cn/capital/1393442.html,21,49,17,38,4,0.430431,0.466919,155.834675
1393691,,,五岳资本,,https://data.cyzone.cn/capital/1393691.html,9,49,13,22,4,0.40881,0.439981,60.303119
1394153,,,国科嘉和,,https://data.cyzone.cn/capital/1394153.html,15,48,16,31,4,0.446037,0.47574,228.885156
1397158,,,中兴创投,,https://data.cyzone.cn/capital/1397158.html,11,48,8,19,5,0.411994,0.440359,666.426392
1394951,,,华耀资本,,https://data.cyzone.cn/capital/1394951.html,2,48,4,6,4,0.35695,0.375709,8.249243
3021676,,,星辉互动娱乐,,https://data.cyzone.cn/capital/3021676.html,2,48,2,4,5,0.330212,0.345778,1.986593
3536499,,,金茂投资,,https://data.cyzone.cn/capital/3536499.html,2,48,7,9,4,0.388399,0.410523,34.385671
1394565,,,极客帮创投,,https://data.cyzone.cn/capital/1394565.html,14,48,12,26,4,0.411353,0.443919,171.659947
1395890,,,贝塔斯曼亚洲投资基金,,https://data.cyzone.cn/capital/1395890.html,26,48,26,52,4,0.449448,0.488815,287.590546
1395269,,,高新创投,,https://data.cyzone.cn/capital/1395269.html,8,48,4,12,5,0.343061,0.362539,501.969059
1399619,,,鼎锋资产,,https://data.cyzone.cn/capital/1399619.html,12,47,16,28,4,0.420175,0.452426,584.326819
1393833,,,易一天使,,https://data.cyzone.cn/capital/1393833.html,6,47,9,15,4,0.366597,0.391619,108.430669
1194818,,,哔哩哔哩,,https://data.cyzone.cn/capital/1194818.html,1,47,6,7,5,0.352667,0.372306,3.487075
1395472,,,微影资本,,https://data.cyzone.cn/capital/1395472.html,13,46,8,21,4,0.421178,0.450536,66.054341
3234855,,,广发证券,,https://data.cyzone.cn/capital/3234855.html,11,46,14,25,5,0.380029,0.411437,196.009159
1399418,,,光大控股,,https://data.cyzone.cn/capital/1399418.html,10,46,13,23,4,0.414577,0.443604,238.52074
1137979,,,字节跳动,,https://data.cyzone.cn/capital/1137979.html,2,46,3,5,5,0.333544,0.349023,2.237089
1394590,,,光线传媒,,https://data.cyzone.cn/capital/1394590.html,12,46,5,17,4,0.406923,0.433207,119.619732
1400322,,,国发创投,,https://data.cyzone.cn/capital/1400322.html,10,45,14,24,4,0.400151,0.430844,627.514453
1135856,,,复星医药,,https://data.cyzone.cn/capital/1135856.html,12,45,4,16,5,0.411673,0.437839,198.568279
1394587,,,紫辉创投,,https://data.cyzone.cn/capital/1394587.html,4,45,13,17,4,0.401366,0.429269,164.172475
1394562,,,泰岳梧桐资本,,https://data.cyzone.cn/capital/1394562.html,11,45,2,13,5,0.383333,0.409483,159.512866
1393430,,,心元资本,,https://data.cyzone.cn/capital/1393430.html,3,44,8,11,4,0.375177,0.399496,203.286394
1393523,,,信天创投,,https://data.cyzone.cn/capital/1393523.html,5,44,12,17,4,0.402281,0.431474,502.007078
1394674,,,帮实资本,,https://data.cyzone.cn/capital/1394674.html,5,44,7,12,4,0.349868,0.370195,44.476108
1402325,,,深圳高新投,,https://data.cyzone.cn/capital/1402325.html,9,44,8,17,4,0.381674,0.405482,85.427155
1393724,,,磐谷创投,,https://data.cyzone.cn/capital/1393724.html,9,44,10,19,4,0.399547,0.428954,140.892388
1395624,,,弘道资本,,https://data.cyzone.cn/capital/1395624.html,14,43,14,28,4,0.43219,0.464398,289.787572
3019687,,,天九投资,,https://data.cyzone.cn/capital/3019687.html,2,43,2,4,5,0.337803,0.349937,6.112722
1398704,,,盈科资本,,https://data.cyzone.cn/capital/1398704.html,7,43,4,11,5,0.361092,0.382231,42.136937
1395671,,,凯风创投,,https://data.cyzone.cn/capital/1395671.html,11,43,9,20,4,0.393894,0.422653,232.51027
1393683,,,春晓资本（停止运营）,,https://data.cyzone.cn/capital/1393683.html,9,43,9,18,4,0.399547,0.428954,113.452185
1396642,,,唯猎资本,,https://data.cyzone.cn/capital/1396642.html,5,43,16,21,4,0.391562,0.421393,185.039125
1394617,,,蓝象资本,,https://data.cyzone.cn/capital/1394617.html,6,43,7,13,4,0.383333,0.409263,23.77302
1394836,,,聚秀资本,,https://data.cyzone.cn/capital/1394836.html,2,43,2,4,6,0.235111,0.241462,0
1393792,,,安芙兰资本,,https://data.cyzone.cn/capital/1393792.html,6,43,8,14,4,0.397147,0.423125,94.199045
1400569,,,招商证券,,https://data.cyzone.cn/capital/1400569.html,8,42,18,26,5,0.384448,0.416415,250.863189
1393469,,,上海创丰创业投资管理有限公司,,https://data.cyzone.cn/capital/1393469.html,3,41,4,7,5,0.355989,0.374638,14.56984
3536668,,,盛世景,,https://data.cyzone.cn/capital/3536668.html,13,41,8,21,4,0.398044,0.427064,329.217198
1401030,,,伽利略资本,,https://data.cyzone.cn/capital/1401030.html,14,41,15,29,4,0.42185,0.455104,789.346935
1393228,,,英特尔资本,,https://data.cyzone.cn/capital/1393228.html,10,41,6,16,4,0.415881,0.442344,55.411713
1401488,,,TCL创投,,https://data.cyzone.cn/capital/1401488.html,5,41,13,18,4,0.411994,0.439824,224.281683
1180965,,,中泰证券,,https://data.cyzone.cn/capital/1180965.html,6,40,12,18,4,0.384168,0.410365,219.045484
1395283,,,银江智慧产业基金,,https://data.cyzone.cn/capital/1395283.html,4,39,7,11,5,0.350331,0.369943,49.315456
1398118,,,中航信托,,https://data.cyzone.cn/capital/1398118.html,4,39,2,6,5,0.340631,0.357845,46.952816
3235252,,,东北证券,,https://data.cyzone.cn/capital/3235252.html,11,39,6,17,5,0.362826,0.387492,70.247644
1403059,,,硅谷天堂,,https://data.cyzone.cn/capital/1403059.html,6,39,7,13,4,0.388685,0.412728,69.729327
1404731,,,招银国际资本,,https://data.cyzone.cn/capital/1404731.html,11,39,8,19,4,0.398044,0.426906,250.668352
1393554,,,亚商资本,,https://data.cyzone.cn/capital/1393554.html,6,39,12,18,4,0.404744,0.432735,224.070315
1393486,,,熊猫资本,,https://data.cyzone.cn/capital/1393486.html,12,39,7,19,4,0.405675,0.436043,62.22104
1393660,,,力鼎投资,,https://data.cyzone.cn/capital/1393660.html,9,38,7,16,4,0.38585,0.412413,397.854517
1399818,,,清研资本,,https://data.cyzone.cn/capital/1399818.html,6,38,10,16,5,0.375444,0.401607,246.919643
1393545,,,国富源投资,,https://data.cyzone.cn/capital/1393545.html,4,38,3,7,5,0.361092,0.380183,49.46911
