Id,Label,timeset,Name_Chinese,Name_English,URL,indegree,number of investment events,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1393266,SAIF,,赛富投资基金,SAIF Partners,https://data.cyzone.cn/capital/1393266.html,45,163,29,74,4,0.501898,0.542376,3362.945817
1397861,Haitong Kaiyuan,,海通开元,Haitong Kaiyuan,https://data.cyzone.cn/capital/1397861.html,35,162,33,68,4,0.482224,0.52426,3789.026841
1393222,Qi Ming,,启明创投,Qiming Venture Partners,https://data.cyzone.cn/capital/1393222.html,49,158,40,89,4,0.484432,0.532136,1369.973802
1405819,JD Digits,,京东数科,JD Digits,https://data.cyzone.cn/capital/1405819.html,38,149,21,59,4,0.46649,0.509137,1351.818239
1145589,Qihoo 360,,奇虎360,Qihoo 360,https://data.cyzone.cn/capital/1145589.html,19,144,16,35,4,0.450596,0.483144,487.442747
1393348,Qi Fu,,启赋资本,Qifu Corporation,https://data.cyzone.cn/capital/1393348.html,31,144,20,51,4,0.474439,0.510712,1337.936336
1395888,Zhong Lu,,中路资本,Zhonglu Capital,https://data.cyzone.cn/capital/1395888.html,12,140,10,22,4,0.419841,0.448645,374.842068
1393423,Tisiwi,,天使湾创投,Tisiwi Capital,https://data.cyzone.cn/capital/1393423.html,14,139,19,33,4,0.429035,0.465186,998.867223
1393218,Northern Light,,北极光创投,Northern Light Venture Capital,https://data.cyzone.cn/capital/1393218.html,41,139,44,85,4,0.489362,0.540013,2081.419684
1393220,De Tong,,德同资本,DT Capital Partners,https://data.cyzone.cn/capital/1393220.html,32,139,38,70,4,0.485321,0.528513,2423.957599
1393352,Addor,,毅达资本,Addor Capital,https://data.cyzone.cn/capital/1393352.html,30,138,21,51,3,0.47359,0.509767,1961.281549
1393267,Green Pine,,松禾资本,Green Pine Capital Partners,https://data.cyzone.cn/capital/1393267.html,31,134,28,59,4,0.483105,0.520479,1791.597338
1393734,Pegasus,,飞马旅,Pegasus Group,https://data.cyzone.cn/capital/1393734.html,7,132,10,17,5,0.40167,0.429805,120.712466
1394605,Ping An,,平安创投,Ping An Ventures,https://data.cyzone.cn/capital/1394605.html,21,128,27,48,4,0.47148,0.507561,1781.929421
1393476,Qing Song,,青松基金,Qing Song Fund,https://data.cyzone.cn/capital/1393476.html,25,127,16,41,4,0.44342,0.482042,1183.086473
1393539,Meridian,,华映资本,Meridian Capital,https://data.cyzone.cn/capital/1393539.html,25,126,17,42,4,0.452911,0.488185,641.701338
1393564,Weibo,,新浪微博基金,Weibo Ventures,https://data.cyzone.cn/capital/1393564.html,13,124,18,31,4,0.433962,0.467391,261.555025
1393422,Unity,,九合创投,Unity Ventures,https://data.cyzone.cn/capital/1393422.html,27,124,34,61,4,0.464851,0.508979,1492.659178
1397109,China Life Insurance,,中国人寿,China Life Insurance,https://data.cyzone.cn/capital/1397109.html,9,122,8,17,4,0.381949,0.408475,260.554036
1393344,China Growth,,华创资本,China Growth Capital,https://data.cyzone.cn/capital/1393344.html,32,121,36,68,4,0.464851,0.510397,1483.6585
1393215,SIG,,SIG海纳亚洲创投基金,SIG China,https://data.cyzone.cn/capital/1393215.html,34,118,31,65,4,0.455642,0.500945,647.045187
