event_id,investee_id,investee_shortname,investee_fullname,investee_url,investor_number,investor_ids,investor_leader_id,investor_names,investor_urls,series,amount,date,industries,page_number
2012123131296519999999,3129651,兴和鹏,兴和鹏能源技术（北京）股份有限公司,https://data.cyzone.cn/company/3129651.html,0,9999999,9999999,未透露,unknown,新三板挂牌,未透露,2012-12-31,"传统行业,石油矿采,石油开采技术",1
2012123131926641393448,3192664,妮东科技,厦门市妮东科技有限公司,https://data.cyzone.cn/company/3192664.html,2,"1393448,1394602",1393448,"老鹰基金,源渡创投","https://data.cyzone.cn/capital/1393448.html,https://data.cyzone.cn/capital/1394602.html",天使轮,未披露,2012-12-31,"AR游戏,VR/AR内容（内容层）,VR/AR",1
2012123131218689999999,3121868,微创光电,武汉微创光电股份有限公司,https://data.cyzone.cn/company/3121868.html,0,9999999,9999999,未透露,unknown,新三板挂牌,未透露,2012-12-31,"企业服务,企业安全,安全监控",1
2012123112756591393212,1275659,天运股份,广德天运新技术股份有限公司,https://data.cyzone.cn/company/1275659.html,2,"1393212,3013949",1393212,"深创投,汇利华","https://data.cyzone.cn/capital/1393212.html,https://data.cyzone.cn/capital/3013949.html",A轮,7000万人民币,2012-12-31,"传统行业,制造业,轻工制造",2
2012123113262163019539,1326216,Doit.im,杭州雪橙网络科技有限公司,https://data.cyzone.cn/company/1326216.html,1,3019539,3019539,泰邦创投,https://data.cyzone.cn/capital/3019539.html,战略投资,未披露,2012-12-31,"企业服务,SAAS,通用saas",2
2012123113265423011877,1326542,天脉聚源,天脉聚源（北京）传媒科技有限公司,https://data.cyzone.cn/company/1326542.html,1,3011877,3011877,海德润正,https://data.cyzone.cn/capital/3011877.html,战略投资,未披露,2012-12-31,"人工智能,基础层,数据",2
2012123113294221393443,1329422,百世物流（百世汇通）,百世物流科技（中国）有限公司,https://data.cyzone.cn/company/1329422.html,2,"1393443,1393557",1393443,"崇德投资,华登国际","https://data.cyzone.cn/capital/1393443.html,https://data.cyzone.cn/capital/1393557.html",D轮,数千万美元,2012-12-31,"物流仓储,物流运输,综合物流",2
2012123130854899999999,3085489,北信得实,北京北信得实科技股份有限公司,https://data.cyzone.cn/company/3085489.html,0,9999999,9999999,未透露,unknown,天使轮,未披露,2012-12-31,"数据,基础层,人工智能",1
2012123130895771401878,3089577,贝斯塔德,常州贝斯塔德机械股份有限公司,https://data.cyzone.cn/company/3089577.html,2,"1401878,3006921",1401878,"苏州高新创投,创元投资","https://data.cyzone.cn/capital/1401878.html,https://data.cyzone.cn/capital/3006921.html",战略投资,3000万人民币,2012-12-31,"仪器设备,智能制造装备,智能制造",1
2012123112659049999999,1265904,杰事杰,合肥杰事杰新材料股份有限公司,https://data.cyzone.cn/company/1265904.html,0,9999999,9999999,未透露,unknown,C轮,2700万人民币,2012-12-31,"化学化工,制造业,传统行业",1
