event_id,investee_id,investee_shortname,investee_fullname,investee_url,investor_number,investor_ids,investor_leader_id,investor_names,investor_urls,series,amount,date,industries,page_number
2018123112728653007443,1272865,微纳星空,北京微纳星空科技有限公司,https://data.cyzone.cn/company/1272865.html,1,3007443,3007443,长江航天产业基金,https://data.cyzone.cn/capital/3007443.html,战略投资,数千万人民币,2018-12-31,"智能制造,航空航天,卫星",1
2018123132257643007428,3225764,广安爱众,四川广安爱众股份有限公司,https://data.cyzone.cn/company/3225764.html,1,3007428,3007428,长电创新投,https://data.cyzone.cn/capital/3007428.html,上市公司定增,未披露,2018-12-31,"能源电力,传统能源,电力供应",4
2018123112928291393564,1292829,洋葱集团,成都洋葱新未来网络科技有限公司,https://data.cyzone.cn/company/1292829.html,1,1393564,1393564,新浪微博基金,https://data.cyzone.cn/capital/1393564.html,A轮,未披露,2018-12-31,"文化娱乐,视频,短视频聚合平台",5
2018123131663501406027,3166350,中青旅,中青旅控股股份有限公司,https://data.cyzone.cn/company/3166350.html,1,1406027,1406027,国寿投资,https://data.cyzone.cn/capital/1406027.html,战略投资,未披露,2018-12-31,"旅游,旅游资源运营商,旅行社,旅游服务",5
2018123132041721401289,3204172,*ST工新,哈尔滨工大高新技术产业开发股份有限公司,https://data.cyzone.cn/company/3204172.html,1,1401289,1401289,海泰戈壁,https://data.cyzone.cn/capital/1401289.html,上市公司定增,未披露,2018-12-31,"IT服务,传统企业服务,企业服务",5
2018123132090833023968,3209083,神州信息,神州数码信息服务股份有限公司,https://data.cyzone.cn/company/3209083.html,1,3023968,3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,上市公司定增,未披露,2018-12-31,"IT服务,传统企业服务,企业服务",4
2018123132241333232076,3224133,重药控股,重药控股股份有限公司,https://data.cyzone.cn/company/3224133.html,2,"3232076,3014458",3232076,"白云山,建发新兴投资","https://data.cyzone.cn/capital/3232076.html,https://data.cyzone.cn/capital/3014458.html",上市公司定增,未披露,2018-12-31,"农业加工,农业",4
2018123132242973006734,3224297,唐人神,唐人神集团股份有限公司,https://data.cyzone.cn/company/3224297.html,1,3006734,3006734,财信金控,https://data.cyzone.cn/capital/3006734.html,上市公司定增,未披露,2018-12-31,"农业加工,农业",4
2018123132252159999999,3225215,*ST天化,四川泸天化股份有限公司,https://data.cyzone.cn/company/3225215.html,0,9999999,9999999,未透露,unknown,上市公司定增,未披露,2018-12-31,"传统行业,制造业,化学化工",4
2018123132257413006861,3225741,川投能源,四川川投能源股份有限公司,https://data.cyzone.cn/company/3225741.html,1,3006861,3006861,川投集团,https://data.cyzone.cn/capital/3006861.html,战略投资,未披露,2018-12-31,"能源电力,新能源",4
2018123132283773262210,3228377,卡普生,惠州市卡普生科技有限公司,https://data.cyzone.cn/company/3228377.html,1,3262210,3262210,达安创谷,https://data.cyzone.cn/capital/3262210.html,天使轮,未披露,2018-12-31,"医疗器械,医疗健康",4
2018123131314463011821,3131446,曲美家居,曲美家居集团股份有限公司,https://data.cyzone.cn/company/3131446.html,1,3011821,3011821,虢盛资本,https://data.cyzone.cn/capital/3011821.html,战略投资,未披露,2018-12-31,"物联网,物联网应用,智能家居",5
2018123132301273008310,3230127,大秦铁路,大秦铁路股份有限公司,https://data.cyzone.cn/company/3230127.html,1,3008310,3008310,中国铁投,https://data.cyzone.cn/capital/3008310.html,上市公司定增,未披露,2018-12-31,"物流仓储,物流运输",4
2018123132338073007409,3233807,泰达股份,天津泰达股份有限公司,https://data.cyzone.cn/company/3233807.html,1,3007409,3007409,长城国融投资,https://data.cyzone.cn/capital/3007409.html,战略投资,未披露,2018-12-31,"环保,环保制造,环保工程",4
2018123132339573007428,3233957,黔源电力,贵州黔源电力股份有限公司,https://data.cyzone.cn/company/3233957.html,1,3007428,3007428,长电创新投,https://data.cyzone.cn/capital/3007428.html,上市公司定增,未披露,2018-12-31,"能源电力,能源服务,能源发电",4
2018123132340531560999,3234053,桂冠电力,广西桂冠电力股份有限公司,https://data.cyzone.cn/company/3234053.html,1,1560999,1560999,长江电力,https://data.cyzone.cn/capital/1560999.html,上市公司定增,未披露,2018-12-31,"能源电力,能源服务,能源发电",4
2018123132346751400436,3234675,海通科创,海通科创（深圳）有限公司,https://data.cyzone.cn/company/3234675.html,1,1400436,1400436,招商局创投,https://data.cyzone.cn/capital/1400436.html,天使轮,未披露,2018-12-31,"能源设备,能源服务,能源电力",4
2018123132346921393231,3234692,江海股份,南通江海电容器股份有限公司,https://data.cyzone.cn/company/3234692.html,1,1393231,1393231,招商局资本,https://data.cyzone.cn/capital/1393231.html,上市公司定增,未披露,2018-12-31,未透露,4
2018123132350101393854,3235010,南都电源,浙江南都电源动力股份有限公司,https://data.cyzone.cn/company/3235010.html,1,1393854,1393854,中金公司,https://data.cyzone.cn/capital/1393854.html,战略投资,未披露,2018-12-31,"能源电力,能源服务,能源设备",4
2018123133038703247180,3303870,振兴生化,振兴生化股份有限公司,https://data.cyzone.cn/company/3303870.html,1,3247180,3247180,中国信达,https://data.cyzone.cn/capital/3247180.html,上市公司定增,未披露,2018-12-31,"医疗健康,医药服务,药品生产",3
2018123131344393013860,3134439,弗尔赛,苏州弗尔赛能源科技股份有限公司,https://data.cyzone.cn/company/3134439.html,1,3013860,3013860,黄河三角洲产业投资,https://data.cyzone.cn/capital/3013860.html,战略投资,未披露,2018-12-31,"能源电力,传统能源,电池",5
2018123131269493023968,3126949,立昂技术,立昂技术股份有限公司,https://data.cyzone.cn/company/3126949.html,1,3023968,3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,上市公司定增,未披露,2018-12-31,"人工智能,基础层,数据",5
2018123132359781405394,3235978,中国化学,中国化学工程股份有限公司,https://data.cyzone.cn/company/3235978.html,1,1405394,1405394,中国诚通,https://data.cyzone.cn/capital/1405394.html,上市公司定增,未披露,2018-12-31,"传统行业,建筑,土木工程建筑",3
2018123130974641402050,3097464,大唐融合,大唐融合通信股份有限公司,https://data.cyzone.cn/company/3097464.html,1,1402050,1402050,华兴创投,https://data.cyzone.cn/capital/1402050.html,新三板定增,未披露,2018-12-31,"咨询服务,传统企业服务,企业服务",6
2018123112660521397158,1266052,联合光电,中山联合光电科技股份有限公司,https://data.cyzone.cn/company/1266052.html,1,1397158,1397158,中兴创投,https://data.cyzone.cn/capital/1397158.html,上市公司定增,未披露,2018-12-31,其他,6
2018123130403623020581,3040362,国海证券,国海证券股份有限公司,https://data.cyzone.cn/company/3040362.html,1,3020581,3020581,西江产业投资,https://data.cyzone.cn/capital/3020581.html,上市公司定增,未披露,2018-12-31,"金融,证券/基金,证券",6
2018123130614019999999,3061401,合合信息,上海合合信息科技发展有限公司,https://data.cyzone.cn/company/3061401.html,0,9999999,9999999,未透露,unknown,战略投资,未披露,2018-12-31,"大数据,数据服务,数据分析",6
2018123113258803012349,1325880,六间房,北京六间房科技有限公司,https://data.cyzone.cn/company/1325880.html,3,"3012349,1145589,1401564",3012349,"皓玥资本,奇虎360,三千资本","https://data.cyzone.cn/capital/3012349.html,https://data.cyzone.cn/capital/1145589.html,https://data.cyzone.cn/capital/1401564.html",战略投资,未披露,2018-12-31,"文化娱乐,直播,秀场直播",6
2018123130842383006489,3084238,中节能太阳能,中节能太阳能股份有限公司,https://data.cyzone.cn/company/3084238.html,1,3006489,3006489,邦信资产,https://data.cyzone.cn/capital/3006489.html,战略投资,未披露,2018-12-31,"能源电力,新能源,太阳能",6
2018123130895033023968,3089503,正海生物,烟台正海生物科技股份有限公司,https://data.cyzone.cn/company/3089503.html,1,3023968,3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,上市公司定增,未披露,2018-12-31,"农业,新农业,生物技术",6
2018123112658921398293,1265892,虎巴股份,上海虎巴网络科技股份有限公司,https://data.cyzone.cn/company/1265892.html,1,1398293,1398293,浙银钜鑫,https://data.cyzone.cn/capital/1398293.html,战略投资,未披露,2018-12-31,"智能制造,三维建模",6
2018123112658103262210,1265810,中科康医疗,深圳市中科康医疗科技有限公司,https://data.cyzone.cn/company/1265810.html,1,3262210,3262210,达安创谷,https://data.cyzone.cn/capital/3262210.html,B轮,未披露,2018-12-31,"医疗器械,医疗健康",6
2018123131057311393854,3105731,财通证券,财通证券股份有限公司,https://data.cyzone.cn/company/3105731.html,1,1393854,1393854,中金公司,https://data.cyzone.cn/capital/1393854.html,上市公司定增,未披露,2018-12-31,"金融,证券/基金,证券",6
2018123131245283118463,3124528,兆驰节能,深圳市兆驰节能照明股份有限公司,https://data.cyzone.cn/company/3124528.html,1,3118463,3118463,国泰君安,https://data.cyzone.cn/capital/3118463.html,新三板定增,未披露,2018-12-31,"智能制造,智能制造装备,仪器设备",5
2018123131068873023968,3106887,飞荣达,深圳市飞荣达科技股份有限公司,https://data.cyzone.cn/company/3106887.html,1,3023968,3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,上市公司定增,未披露,2018-12-31,"5G,信息通信",5
2018123112816141393334,1281614,晋大科技,晋大纳米科技（厦门）有限公司,https://data.cyzone.cn/company/1281614.html,3,"1393334,1401643,1395614",1393334,"顺为资本,蓝图创投,建发集团","https://data.cyzone.cn/capital/1393334.html,https://data.cyzone.cn/capital/1401643.html,https://data.cyzone.cn/capital/1395614.html",B轮,近2亿人民币,2018-12-31,"新材料,材料,高分子材料",5
2018123131083643118463,3108364,鹏鼎控股,鹏鼎控股（深圳）股份有限公司,https://data.cyzone.cn/company/3108364.html,1,3118463,3118463,国泰君安,https://data.cyzone.cn/capital/3118463.html,上市公司定增,未披露,2018-12-31,未透露,5
2018123131138203348044,3113820,龙建股份,龙建路桥股份有限公司,https://data.cyzone.cn/company/3113820.html,1,3348044,3348044,一汽富维,https://data.cyzone.cn/capital/3348044.html,战略投资,未披露,2018-12-31,"传统行业,建筑,土木工程建筑",5
2018123131184643348044,3118464,国泰君安,国泰君安证券股份有限公司,https://data.cyzone.cn/company/3118464.html,1,3348044,3348044,一汽富维,https://data.cyzone.cn/capital/3348044.html,上市公司定增,未披露,2018-12-31,"金融,证券/基金,证券",5
2018123112736381395269,1273638,景嘉微电子,长沙景嘉微电子股份有限公司,https://data.cyzone.cn/company/1273638.html,1,1395269,1395269,高新创投,https://data.cyzone.cn/capital/1395269.html,战略投资,未披露,2018-12-31,"智能制造,智能制造装备,仪器设备",5
2018123131225613019687,3122561,华彩信和,天津华彩信和电子科技集团股份有限公司,https://data.cyzone.cn/company/3122561.html,1,3019687,3019687,天九投资,https://data.cyzone.cn/capital/3019687.html,战略投资,未披露,2018-12-31,"传统行业,建筑,建筑装饰",5
2018123131240063010240,3124006,华佳丝绸,江苏华佳丝绸股份有限公司,https://data.cyzone.cn/company/3124006.html,1,3010240,3010240,东吴创新资本,https://data.cyzone.cn/capital/3010240.html,战略投资,未披露,2018-12-31,"传统行业,制造业,纺织业",5
2018123133050039999999,3305003,新潮能源,山东新潮能源股份有限公司,https://data.cyzone.cn/company/3305003.html,0,9999999,9999999,未透露,unknown,上市公司定增,未披露,2018-12-31,"传统行业,石油矿采,其他能源开采技术",3
2018123132099871183485,3209987,森鹰窗业,哈尔滨森鹰窗业股份有限公司,https://data.cyzone.cn/company/3209987.html,1,1183485,1183485,红星美凯龙,https://data.cyzone.cn/capital/1183485.html,新三板定增,未披露,2018-12-31,"传统行业,建筑,建筑材料",4
2018123132379061403332,3237906,启迪桑德,启迪桑德环境资源股份有限公司,https://data.cyzone.cn/company/3237906.html,1,1403332,1403332,金信资本,https://data.cyzone.cn/capital/1403332.html,战略投资,未披露,2018-12-31,"环保,污染治理,固废处理",3
2018123133487053348044,3348705,金杯汽车,金杯汽车股份有限公司,https://data.cyzone.cn/company/3348705.html,1,3348044,3348044,一汽富维,https://data.cyzone.cn/capital/3348044.html,上市公司定增,未披露,2018-12-31,"汽车交通,汽车制造,传统汽车",1
2018123133212001133881,3321200,麦子小额贷款,南宁市麦子小额贷款有限公司,https://data.cyzone.cn/company/3321200.html,1,1133881,1133881,麦子金服,https://data.cyzone.cn/capital/1133881.html,并购,未披露,2018-12-31,"金融,信贷",2
2018123133272833017935,3327283,国光电器,国光电器股份有限公司,https://data.cyzone.cn/company/3327283.html,1,3017935,3017935,青骓投资,https://data.cyzone.cn/capital/3017935.html,上市公司定增,未披露,2018-12-31,"传统行业,能源,电池",2
2018123133273423017953,3327342,索特能源,广东索特能源科技有限公司,https://data.cyzone.cn/company/3327342.html,1,3017953,3017953,清大创投,https://data.cyzone.cn/capital/3017953.html,天使轮,未披露,2018-12-31,"传统行业,能源,电池",2
2018123112909741393871,1290974,神州邦邦,北京神州邦邦技术服务有限公司,https://data.cyzone.cn/company/1290974.html,1,1393871,1393871,神州信息,https://data.cyzone.cn/capital/1393871.html,天使轮,未披露,2018-12-31,企业服务,2
2018123133365691401877,3336569,瑞美迪,苏州瑞美迪环保科技有限公司,https://data.cyzone.cn/company/3336569.html,1,1401877,1401877,苏大天宫创投,https://data.cyzone.cn/capital/1401877.html,A轮,未披露,2018-12-31,"环保,污染治理,污水处理",1
2018123133374553536688,3337455,维度机器人,浙江维度机器人科技有限公司,https://data.cyzone.cn/company/3337455.html,1,3536688,3536688,索道投资,https://data.cyzone.cn/capital/3536688.html,天使轮,未披露,2018-12-31,未透露,1
2018123133395041395019,3339504,甜梦科技,北京甜梦网络科技有限公司,https://data.cyzone.cn/company/3339504.html,1,1395019,1395019,天善资本,https://data.cyzone.cn/capital/1395019.html,天使轮,未披露,2018-12-31,未透露,1
2018123133464019999999,3346401,尚飞光电,江苏尚飞光电科技股份有限公司,https://data.cyzone.cn/company/3346401.html,0,9999999,9999999,未透露,unknown,新三板定增,未披露,2018-12-31,未透露,1
2018123133498803023968,3349880,迦南科技,浙江迦南科技股份有限公司,https://data.cyzone.cn/company/3349880.html,1,3023968,3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,上市公司定增,未披露,2018-12-31,"医疗健康,医疗器械",1
2018123132765671394951,3276567,速位隆通,速位隆通（北京）科技有限公司,https://data.cyzone.cn/company/3276567.html,2,"1394951,3101443",1394951,"华耀资本,赛弗网络","https://data.cyzone.cn/capital/1394951.html,https://data.cyzone.cn/capital/3101443.html",战略投资,未披露,2018-12-31,"生活服务,休闲娱乐,体育健身",2
2018123112906061403817,1290606,行运超人,深圳鸿运当头网络科技有限公司,https://data.cyzone.cn/company/1290606.html,1,1403817,1403817,元真价值投资,https://data.cyzone.cn/capital/1403817.html,天使轮,未披露,2018-12-31,"文化娱乐,其他,星座占卜",1
2018123135329093348044,3532909,国信证券,国信证券股份有限公司,https://data.cyzone.cn/company/3532909.html,1,3348044,3348044,一汽富维,https://data.cyzone.cn/capital/3348044.html,上市公司定增,未披露,2018-12-31,"金融,证券/基金,证券",1
2018123135329151395704,3532915,中新赛克,深圳市中新赛克科技股份有限公司,https://data.cyzone.cn/company/3532915.html,1,1395704,1395704,前海母基金,https://data.cyzone.cn/capital/1395704.html,上市公司定增,未披露,2018-12-31,"企业服务,企业安全,信息安全",1
2018123132393523532908,3239352,中国医药,中国医药健康产业股份有限公司,https://data.cyzone.cn/company/3239352.html,1,3532908,3532908,国信证券,https://data.cyzone.cn/capital/3532908.html,上市公司定增,未披露,2018-12-31,"药品生产,医药服务,医疗健康",3
